Rating,Review
1,"I am regular user of Internet and may be the early birds who opted for POP account from VSNL those days standing in the line at VSNL office Churchgate. So basically I know what how and when of Internet and its uses. FEw days back I tried to book Tatkal ticket for my family members and after some time able to get ticket in 3 A/c for two. As per my past practice I checked my Credit card Web site to see how much they have charged me.I was shocked to see that they have charged me four time. Then I got four ticket confirmation also from them. So in one ticket booking I got four ticket, I was bit shocked but then knew these computer mistake happens sometimes due to so many factors. I contacted IRCTC and was shocked to hear that you have doen booking four time in one minute [I must be biggest hacker of Indian IT firm] and being rules of the Railway you have to cancel the tickets and you will be given 25% of value of tkts due to Tatkal tickets.I also wrote to my credit card company to stop payment and register my compliant. So the things are in bit doll drums and I am fighting with both parties to rectify the problem and refund my money.

As per any purchase of railway ticket it should ask you the details of passengers+ other details then it should go to payment gate way they should ask all details and payment to be made. in this case only once they have asked me the details and given four ticket even with all these procedures.

My intention is to inform your member through your site to be care full while registering with IRCTC site. Even after accepting if they donot give confirmation of tkt, do not think that it is not booked they must have booked it and if you again try it new tkt will be issued.

Also even be care full in pressing the buy button if you press two time you wil get two tkts. it totally absurd but it is true.

I am fighting my case but with this review members of this site will be bit educated.

with best regards,

Capt Rajeshwar Singh [retd.]

9819709838
"
3,"I trust that this space is regularly accessed by the PRO of the Indian Railways. I wish to bring to their notice this disturbing  development , increased during recent times. I also wish to warn the would be travellers to take adequate precautions.

The most widely abused date rape drugs in the world are

ativan(lorazepam)

nitravet(nitrazepam). These are odourless, tasteless and can be added to any drink, tea, coffee, coke, soft drinks, lassi etc. In U.S.A. flunitrazepam is used more often and now chloral hydrate (difficult to detect in urine). However, due to ease of availablity, Indians use only the 2 drugs listed above. A person loses sensorium within 15 minutes to 30 mins and has no recollection of the events of the next 6 to 12 hours, depending on the dosage.

In the past 1 month, 6 of my patients have been administered these drugs at the New Delhi, Old Delhi and Hazrat Nizamuddin railway stations. They have been befriended by some one at the station, and offered a drink, cold drink mostly. After 15 minutes, they have lost consciousness and then been looted of all their cash, watch, mobile, baggage. The lucky ones have  awoken at the same spot after 12 hours but those who have been unlucky to start walking after a varied period of time, have been thought to drunk and either bashed up or taken to the police station.

However the honourable Railway minister may notice that very few police stations register their F.IR. as they feel it is the jurisdiction of the R.P.F.

Classically, the persons looted are migrant workers , going home after 6 to 9 months of working in the factories/export houses and going home with atleast 15 grand in cash . Mostly travellers to Jharkhand and Bihar are targetted.

Once they regained senses, they ring up their friends who brought them to me in varied states of dehydration. Gurgaon police say this has not happened in their jurisdiction.

*HISTORICAL FACTS

*The last time I was witness to large scale poisoning and looting was in 1989 to 1991 when posted at military hospital Ambala Cantt.  At the time a large contingent of IPKF was posted in Sri Lanka. The jawans used to be given leave every 3 to 6 months. They used to be airlifted from Chennai to Delhi or Chandigarh , from where they used to catch trains to their destinations. Ambala being a large railway junction, they used to cross it in large numbers. They used to carry cash, VCRs, cameras, canteen items.Cash was a lot since they got leave advance and also some foreign allowance.

We got more than 40 soldiers in varying states of sensorium. The drugs were identified as ativan and nitravet . When combine with alcohol , their effects lasted upto 3 days as dosages given were very huge.

HOW THE PROBLEM WAS TACKLED

The only way we could tackle was through education. Military police and civil police could not keep vigil at all places. So we made frequent announcements on the public address sysems on stations and on radio programmes for faujis. At the unit level also soldiers were briefed by their commanders before proceeding on leave. Finally they were forced to carry bank drafts and not cash. It was 6 months before we got results.

WHAT CAN BE DONE

Now that you have more effective communication methods on stations, like televisions and better audio systems a sustained broadcasting effort must be taken by the railways to warn the public. other media can also be made use of.

Basically the message must be not to accept food/drinks from unknown persons, regardless of how well bred and trustworthy they may appear.

film footage of a few looted passengers can also be shown.

Cases must be registered and followed up with  methodically. Exemplary and swift punishment must be meted out to the offenders.
"
5,"Was Indian Railways a Loss making organization? By Pritis Chandra Majumdar Now and then, particularly when Mr. Laloo Prasad Yadav took over the Indian Railways charge as Railway Minister, some regional and national news paper started to propagate the incorrect message about Indian Railways buttering the minister concerned. Such latest news they published (Bengali and English news paper) is: Indian Railways were running on loss so far and Mr. Laloo made it profit maker with thousands of crores surplus. It is not understood where from this type of unauthentic information the news paper reporters got and what is the authorized source of generation of such desperate incorrect information.

Let us look back and just go through the statistical statements and financial accounts since 1950 to 1997 – 98. There was no year in the past since 1950 as the loosing year except in 1970 – 71 and 1980 – 81 when the losses were19.84 crores and 197.87 crores respectively and the operating ratio in 1970 – 71 and 1980 – 81 were 84.13% and 96.07% respectively. In the last four years from 1994 – 95, 1995 -96, 1996 – 97 and 1997 – 98 the excess were Rs 2, 445.40 crores, Rs. 2, 870.63 crores, Rs.2, 117.06 crores and Rs. 1, 535.22 crores respectively.

These figures are available in the Annual Reports and Accounts of Indian Railways. It was also seen in the same report that in 1950 – 51 and 1960 – 61 the excess were Rs. 15.05 crores and Rs. 32.01 crores when operating ratio was 81.00% and 78.75% respectively.

I personally was involved directly with the railways for about 40 years and as such I got opportunity to share all ups and downs of the railways since 1964. But fortunately, I never saw minister like Mr. Laloo who increased expenditure desperately breaking all rules and policies of the railways like violation of reduction of manpower @ 3% per year, introducing free pass for traveling in trains to PORTERS who are not railway employees and take over-charges than that of actual rate of railways from every passengers taking their assistance for carrying luggage.

Besides, additional recurring expenditure was forced upon the railways after creation of new seven railway zones for new infrastructure and additional posts of man power from General Manager to downwards, creating additional recruitment of Railway Protection Forces etc.

Over and above these huge additional expenditure, he did not raise passengers’ fare during his tenure of office. I travelled in trains and found that nothing passengers’ amenities and facilities were offered after his claim of huge surplus in revenues rather he introduced unhygienic earthen pot for tea and passengers drastically rejected those earthen pot. These earthen cups cost also more than conventional synthetic tea-cup and glass. From the above we can realize that Indian Railways were never running on loss except those two years mentioned above.

Then why reporters are buttering Mr. Laloo publishing incorrect information? This is a question of billion dollars These reporters never referred any authentic reference of railways except Ministers’ verbal press reporting –cum-advertisement with photo session posing as managent guru. What I feel is that actual financial health of Indian Railways will be unearthed after Laloo’s departure from Rail-Mnistership, if not another scam of fodder and other court cases during his Chief Ministership may engulf him. Thus the myth of loss making railway should happily be ignored as the reason might be the his political rival ex-rail minister."
4,"I would like to record my appreciation to the sincere TTE of Jana Shatabdi train (Hubli to B'lore) travelling on 28th Jan'07 in AC chair car coach -C1. The TTE showed his sincerity to his work and real guts in showing the exit to a high profile arrogant person accompained by 2 cops and usual followers.

The high profile person was travelling in a pre-dated ticket, got into a wrong compartment and demanded the seats of a valid ticket holder sitting in his assigned seat in a not so elegant behaviour expected out of such a high profile personaility. A clear indication of disregard and disrespectful behaviour towards the common people.

I was really surprised at the TTE who allocated the vacant seats to the valid waitlisted ticket holders and did not budge to these high profile misusers of power, incidentally can be called as ticketless traveller as they were holding a pre-dated and useless ticket. My sincere appreciation to this TTE. We need people like this and I am sure Indian Railways  will achieve far higher profits by hardwork of these simple people."
2,"I know and have heard of all the hoopla created over the reduction of costs in the luxury trains of the likes of Rajdhani and other AC coaches of superfast trains. We were all happy at the way the rail ministry responded when the air fare fell low enough for the middle class to climb on the roof of the railways and reach out for that plane travel easily. The rail ministry just made the fares for the railway travel fall so that the common man does not think of going towards that air travel and feels happier about using the railways as his sole means of travel. But what they didnt realise is that the quality of service would fall by leaps and bounds.

I know, it sounds a bit cruel on the part of the really comon man who were not able to pay for the luxury travel by railways, and now are actually able to avail of that. But what about the people who were able to pay that little extra and wanted to get that better service which once existed.

I will explain exactly what I mean by the better service. I remember previously in Rajdhani every passenger was enquired of, everything from a broader need like if they needed anything else to the smallest of need like if they could bring some more of that ice cream to cater to that taste bud of yours which might not be quite satisfied by the amount offered. If you are getting me you would understand that I am not talking of the materialistic things . I am talking about their attitude. The fact that they were previously ready to go that extra mile to ensure customer satisfaction. That is what goes missing now .

Yes they charge less, but you will get to see things like Unuchs troubling passengers for money in the normal class from which the ticket checker and the railway security get a share. That is a scene which people have been complaining about for a while now. But what really shook me hard was the introduction of vendors from the station onto the first class coach of Poorva express. Now that was something that was never allowed. Never in the right knowledge could the local vendors from the station board the first class. Then I witnessed an episode of the local vendor arguing with the express officials about the share they have to pay. When I complained to the ticket checker, his responce was very vague as if he just came to know about it and didnt hve any idea as to what action to take. He said that he would be looking into it and disappeared.

Only the official express vendors should be allowed not any vendor . and if they are boarding the train, then where is the security, one of the things I am paying extra for, other than the comfort.

Now you tell me some good reasons as to why I should not reach out for that air travel which saves upto 5 folds the time and is much more comfortable charging about as much as those railways with a bogus service and no sence of customer satisfaction. If they hink they are saving the railways, I would say they are all the more killing it.

The only solution I can think of to prevent the dissatisfied customers to look the air travel way is to have 2 versions of luxury travel like in planes. One where people who are willing to pay can get the right service they are looking for and one the luxury coach meant for the masses where they can continue with their level of service and no one would mind as they would be happy enough to avail of the service."
3,"Hi everybody,

I want to share my view about indian railways.Today railways is the heart of indians but it is our helplessness to travell in railways because we have no good option.

if u want to think about to go anywhere u have to plan at least 15 days before shedule.u have to spend more & more time for issuing a ticket.reservation  line is so long .line is not moving because ticket clerk is also booking some ticket from agent that r not in line & if they be in line then they have many requistion form .it is noted in form that one form will accepted from one person but clerk don't denied to accept form because he gets some commision on this form therefore line remain in same postion & passenger have to wait upto long hour .normaly passenger have to wait upto 1-2 hour.today every person is very busy & why we waste so much time on this.

except it railways website is also too slow  if your internet connection is very good yet u required at least 15-30 minutes for booking a ticket on net.& normally ticket is not booked properly & amount is deducted from your account & refund is possible after 3 days.tatkal service is also too bad.

why we prefer travel by train the main purpose is to save time but most of train become late.
"
2,"Most of the issues related to Indian Railways have been taken up, quite ably by the other reviewers. I am writing a small reveiw about my experience with the Internet booking system of the Indian Railways.

A month back, I wanted to book a railway ticket from Nagpur to Delhi, and therefore I decided to try out the Internet booking system. After having registered at the site, I filled in the required information and pressed the submit button, which to my surprise resulted in ""nothing"" at all. Thinking that this is a problem of my internet connection, I emptied the cache, rebooted, checked the net connection on a couple of other sites, and tried again, with the same results. The next day, I tried booking through an internet cafe - and - again nothing. I then had to book the ticket at the railway station itself.

Having checked with a number of people, I now know that the railway internet reservation system is quite erratic, and doesn't work a number of times. I do realize that an internet transaction site has problems from time to time, but the railways booking system is problamatic much more often. If they are thiking of offering excuses like the ""large number of visits and transactions"" etc., Amazon and ebay have even higher traffics, and they are not even ""the world's largest employer"".

Additionally the railway reservation site is not operation in the evenings, and night time (IST). There is no reason why it should not be on. Or is the internet too, part of the railway employee's union. Actually the railway employees are even working in the night time, the internet seems to be a union member with special off-time rights. :-)

I do understand the need of the Indian Railways to gather financial resources, but pasting the website with cheap looking, flashy, bandwidth hogging, and plain annoying advertisements is certainly not the way. They can take a leaf out of Google's book and go for a few targetted text based advertisements, or they can put just one plain advertsiement, and charge for the exclusiveness.

I do hope that Indian Railways makes the internet booking round the clock, and enhances the backoffice software to get rid of continuous problems. Only then will the Internet booking system function as a true boon, and not an only too occasional bane. I am giving it an average rating, and poor quality. Maybe the quality of service is better than many other government (or even private) services in India, but in comparision to even the most basic transaction websites, it is quite poor.

Note:

Actually the ""Staff Courtesy"" section does not apply, but as it is mandetory, I am giving it the same points as the ""Quality of service"" section, taking the annoying ads in consideration. :-)
"
3,"I read the comment posted by Mr.Santulan regarding the services offered by Rajdhani Express. I totally agree with him and there is one more issue that I would like to bring to your attention.

Indian railway is the largest network in the world now but till now we do not have standard services even in the countries best trains: Rajdhani Express. I am talking about the linens that are distributed to the passengers during their journey. Unfortunately, these are not maintained properly .Even when we asked them to change the linens it was of no use, since all of them were in the similar deplorable conditions with oil stains and dirt on the same, it appeared as if it was not washed after one or two usage, which is really unhygienic.

When the passengers are paying for the extra services then small issues like meal, drinking water and laundry should be treated with equal importance.

Rajdhani, which was once known for its effective services, is degrading its standards day by day. Hopefully it will improve it service in future."
2,"Hi,

Indian railway line is the world's largest railway line. The railway routes cover a total length of 63,940 km (39,230 miles). As of 2005 IR owns a total of 216,717 wagons, 39,936 coaches and 7,339 locomotives and runs a total of 14,244 trains daily, including about 8,002 passenger trains. Now, railway is the main source for travelling in India. It divided in Eastern, Western, Northern, southern and central railway. Indian railway connects all the major cities of the India and nearly covers the small towns of India. Although when we talk about the services of Indian railway, it is one of the low quality service provider in every aspects.

Indian population crossed billion marks so the big load also on railway.

Reservation counters never free from morning 8 O'clock to evening 8 O'clock. A long queue always waits for tickets infront of booking windows. Booking windows are not sufficient for any class of tickets at the stations. Travel agents and brokers take benefits of these irregularities. Nowadays people don’t have so time to spend on booking window. So they pay some extra money to the brokers and get ticket. Now this leads to unauthorized ticket booking by the brokers.

Many railway employees are involved with the brokers in unauthorized bookings. Brokers take out tickets by the any name and sell it in double price in peak time. They book the tickets before the 30-45 days. There is no regulation on brokers by the railway.

If I leave some trains, than late coming of trains is as usual as daily routine. There is no consideration and importance of the time. Passengers have to take care and add contingencies time in their schedule.

I have seen the railways T.T.E.s are one of best example of corruption. If anybody missed train or not come, they take money for vacant seats openly from any other passenger who is in waiting list and the eligible passenger never know that his waiting list confirmed in the train.

Even one time when I was travelling from Mumbai to Delhi, T.T.E. came after 5 hours to check the ticket. That time I was in another seat with my friend for sometime and my luggage was in my seat. But T.T.E. came and cancelled my ticket and given to another passenger who had waiting ticket. He didn't listen to anyone. Train was Swaraj express (Jammu Tawi). That T.T.E. was taking money openly from many people to provide seats and valid passenger didn't get seat. I complained this irregularity in Delhi railway station. But nothing happened.

And onetime in Delhi, It was the height of Railway, the two Coach (Boggy) was not attached in the train and reservation given to the passengers. After that they attached General class Coach to travel.

Railway website is so slow. Sometimes it opens after waiting very long time.

General class people are the biggest sufferer of railway. If you find chance, see the general class Coach condition. I am horrified how the people travel long distances in such a rushful boggy.

Food is also one of worst kind in trains and costly compared to quality. Hawkers (tea sellers) within trains are very disturbing guys. They continue run from here to there and speak so loudly.

To make a journey by train, people make plans to buy ticket before 15-30 days. Finding a ticket in emergency is so tough. Now ''Tatkaal'' reservation is also occupied by the brokers. Needy people unable to find ''Tatkaal'' ticket.

In sleeper and general coaches, people sleep in gallery for long journey. Such a heavy rush in trains. Those who have to travel in emergency can't ignore it. Summers season (Holidays) are the curse for travelers because they have to book tickets before 1 month and in some trains before 45 days.

I can't say much more about Trains running in South. But the railway stations in Metros are very crowdy. Stations are not well furnished except few.

Railway fare is cheap compared to other means of travel. Local trains are the life of Mumbaikars.IR is the world's largest commercial or utility employer, with more than 1.6 million employees. These are the few good things with Railway.

N'joy Tours"
4,"History of Indian Railway

History of Indian Railway began on 22 Dec 1851 when a goods train started. First passenger train started on 16 Apr 1953 between Mumbai and Thane. Thus for more than 150 years Indian Railway is serving us nicely. Since then Indian Railway had grown slowly and steadily. In 1952 Zonal system had been introduced in Railway with total Six Zones. With the development, it has reached to total 17 zones.

Current Status

In 17 zones, Indian railway is having more than 8700 passenger trains. It is covering all states except Sikkim. Indian Railway provides many suburban railway services in major cities like Mumbai, Chennai, Kolkata, Delhi & Hyderabad. Railway is one of the most preferred transportation medium. A normal passenger train consists of eighteen coaches where 9 coaches are sleeper class; 3-5 are air-conditioned coaches. A normal passenger sleeper coach accommodates 60 to 72 passengers. Indian Railways makes 70% of its revenues and most of its profits from the freight sector. Indian Railways operates with 7,500 + Engines; 37,800 + passenger coaches and 222000 + wagons. There are 6,850 + stations and 700 + repair shops. Indian

Railway maintains total workforce of 15,40,000 largest employer in the world.

Railway - Lalu Prasad & Their achievements

Indian railway was running in losses since years. It had been taken as granted that this PSU can never be a profit making undertaking for Indian government. But Lalu Prasad Yadav has proven this wrong. He has presented figures where Indian Railway has made profit for year 2004-05. He has also presented 2006 budget with Rs 56,000 cr income and Rs 7000 Cr profit. Look at his amazing initiatives for Indian Railway

# e-ticketing and SMS booking of tickets

# Any holder of a wait-listed ticket can be allotted accommodation in a higher class with no extra charges.

# Tatkal tickets can be booked three days in advance and higher tatkal charges.

# Commercial use of Railway land for food, entertainment and other purpose.

# Surprise checking at railway stations for staff attendance, weights of consignments and etc.

# Name and number of Vigilance officers published in News papers for any complaints.

Believe me Lalu Prasad Yadav is a smart man and having capacity of working like a CEO of a company. It is the cast politics of Bihar which forced him to behave like a villager. This fact is acknowledged by IIM - A professor and students. They have noticed the turned around happened with Indian Railway. They visited Lalu Prasad and discussed the topic. They are going to add a case study on Indian Railway in their syllabus.

Challenge in front of Railway

I like to mention this in few lines only that’s why I am giving main points only - Crime, Accidents, Ticket less Traveling, Underweight Fares of goods, Overcrowding at one place and empty railway at other place. Let’s see how Lalu prasad yadav resolves this issues.

Trivia :

With 150 + years of history and 8700 + trains Indian Railway is full of Trivia. I collects few for you :

# Mumbai's suburban railway is the densest route in the world. It is attending 65 lakh passengers daily. The density of passengers in peak hours is 15 people per sq meter.

# The Fairy Queen is the oldest running locomotive in the world today.

# The shortest named station is Ib and the longest is Sri Venkatanarasimharajuvariapeta.

# Kharagpur railway station is the world's longest railway platform at 1072 m.

# The Himsagar Express (between Kanyakumari and Jammu Tawi) has the longest run 3745 km.

# The Bhopal Shatabdi Express is the fastest train in India a maximum speed of 140 km/h

# The Busiest railway Stations are as following with trains per day. Delhi + New Delhi 120, Lucknow 65, Ahmedabad 60

# Would you believe there is an official website of fans of Indian Railway : http://www.irfca.org

Indian Railway on World Map :

# Indian railway has 3 World Heritage Site - The Darjeeling Himalayan Railway, The Nilgiri Mountain Railway & the Chatrapati Shivaji Terminus railway.

# ''The Palace on Wheels'' is world famous tourism train of Rajasthan which is loved by people across the globe.

# The Samjhauta Express & Thar Express running from India to Pakistan is also cherished by world.

# May 1974 Indian Railway Strike (appx 15 lakh people joined the strike) for 20 days is one of the worlds biggest strike till date. (Imagine a railway strike today like SBI strike, India may get chock up.)
"
3,"I travelled via Sabari Express (train number 7230) from Hyderabad to Palghat, Kerala.

I decided to travel by 2nd AC, since it should have been more comfortable. My seat was 45 and wife's was 46. It was the compartment closest to the toilet. What a mistake that was! By the evening, cockroaches were starting to appear around our compartment and on the curtains. I went to the toilet and found the roaches on the walls, sink etc. We told the attendant about the problem, who said that he 'will look into it'. On the wall outside the toilet, there was a sign which stated 'pest control in use'. The train ride was long (about 25 hours). I couldn't sleep comfortably as one eye was kept open for any cockroach sightings! It was a sleepless night until we reached Palghat.

I booked by train again for the return journey (only because no flights were available on the day which we wanted). This time we had our seating towards the middle of the train and away from the toilet. This was a dramatic difference as there were no cockroaches to be found! Also, the toilets themselves had far fewer roaches crawling on the walls. Maybe they took action and did something about the problem. I slept comfortably on the upper bunk. Next thing I know, there is a chorus of snores all around me. (my wife said I was snoring as well) I went to the toilet and found the attendant also asleep on his bed with the sheeting covering him.

The food on the railways was not that great. We brought supper from home, but had to order breakfast. I had idli and vada. Not the type of food that mama cooks at home! There is always kowfee and chai available. Not too bad, but I found it be on the sweeter side.

Overall, the Sabari train ride is not for someone who likes things perfectly clean and insect free."
3,"It’s been a long time, eh?

It was six fifteen of the evening at the Pune railway station when I dropped my heavy suitcase and baggage on the platform. I took a good look around me and I noticed the amazing detail of observation of my class seven teacher, who had dictated that 500 words essay on railway stations. Things were there, exactly in the same place as described in that essay. The clock, the platform number-boards, the overbridges, the AH Wheeler Bookstalls, the people with large and small handbags, the speakers for announcements and, among other trivial and incidental things, railway trains.

I don’t usually travel by railways. So it was with the excitement of a second-standard student who notices stuff he’s only heard of in the classroom that I said—“Ma, wow, that’s a coolie!”

So, feeling as stupid as an ape, jumping in joy quite involuntarily when I saw such basic things on the platform, I found myself standing at the platform, with half an hour to kill before the Pune-Ahmedabad Ahimsa express was scheduled to arrive.

Meanwhile, in front of me, I could see a train. (And yeah, you guessed right- I jumped up and down on the balls of my feet and kept pestering mom till she allowed me to go and touch it. Are you satisfied?). I remembered that there is always a board on the bogies of the train on which you can read where that train is going to. But I couldn’t see that board from where I was standing (and I guess it must really have depressed me, because that was the only detail from the essay which I didn’t get to observe). Taking pity on me, my mom asked me to wait till the announcement is made.

(And so like the eternally enthusiastic little brat of seven years age) I went down to the place where I could see the speaker, so that I’ll know what train it was. In five seconds the announcement was made.

“May I have your attention please? The Garbled to Garbled, Damned Garbled Express will leave at its scheduled time of Garbled Hours and Even More Garbled Minutes from platform number Inexorably Garbled ”

(Crestfallen like a little child who realizes that his role model, the engine driver, doesn’t get to own a railway engine) I scurried back to mom, to tell her about the story of the garbled express. I was asked to check on it once more.

No point.

So I decided to screw the essay and junk the schoolish ‘observe what your textbooks have been trying to choke your nose with’ adventure, and took to a more mature and grown-up activity of observing the human life on the platform.

I faced an overload of samples.

A man with a towel wrapped around his waist and nothing else, with his perfectly spherical belly open to the public. Then this woman sitting by the window a little off, throwing banana peels on the platform and, I don’t know how it happened, eating banana chips (you have all sorts of nuts in the world, don’t you?). Then there were these two brats juggling two balls, which seemed to have a strange attraction towards the pot bellied chap (one of those balls did enter his towel… fun, eh?).

Suddenly…

“May I have your attention please? The Garbled to Garbled , Damned Garbled Express will leave at its scheduled time of Garbled Hours and Even More Garbled Minutes from platform number Inexorably Garbled .”

There was a very reluctant hiss punctuated by a comfortable horn and the Garbled-to-Garbled Garbled express in front of us started moving from Platform Number Irrevocably Garbled. (Once again, the surge of childish excitement in me, so that mommy had to hold me by the collar to prevent me from chasing the train to touch it one last time).

Amidst such utter confusion, came the realization that the train we were going to board was half an hour late. This information ‘accrued to us’ from a fellow passenger who seemed to understand the railway announcement.

(The phrase ‘accrued to us’ made the previous sentence grammatically incorrect.)

Meanwhile, a cause to celebrate. It was Diwali season, and therefore a large bunch of the people on the train were students. The College Student is a different breed of the human being. The female College Student being a very interesting species. I had the ample opportunity to observe a few of those from close quarters.

To our right, there was a group of MIT Engineering students. (And yeah, that’s another ‘variety’ of the college student breed. And damn it, I hate them…)

They were all asking everyone (read as ‘me’) where the train was going to leave. Being a college student myself, I reckon only I was equipped to speak in their language.

(Adults face a genuine problem. Like, I mean, like, oh man, like, you know, like, if college students, I mean, like, you know, like, speak like this, like, I mean, like, then, like, it’s, I mean, you know, like, oh man (insert giggle here), it is difficult to, oh man, like, understand, like, isn’t it?)

( Tired of brackets? )

And it was amidst such utter chaos and confusion that the train I had been waiting for arrived, at around seven thirty. Of course, we got this information from a guy (who had a rather sumptuous belly and his face radiated an odd sense of contentment about it) who suddenly began chasing the AS-2 bogie with a vengeance.

(Once again the childish urge to give the guy a nice and sharp poke in his belly, just to see how he would heave and let out a mammoth sigh, similar to the sound of an out-of-commission steam engine being revived, quite against its mechanical desire, after seventy five years for the railway minister’s entertainment.)

And that is where chapter two of this madness begins…

(And such other statements that serve as ineffective and irritating advertisements of a possible review which may appear sometime shortly, urging you desperately to keep your eyes open for it and read it when I publish it, but actually ensuring that neither of it happens, thereby resulting in the misfortune that my first-time reader would never really read me frequently, unless he/she wishes to give his/her child a lesson in bad, boring, non-stylish, meaningless, dragging and stupid writing, in a bid to improve on the child’s high school essays, or if you want me to be more optimistic, in a bid to try and ensure those essays don’t rot to hell as a result of reading my reviews without parental guidance, and such other statements that will generally look stupid at the end of an already pretty stupid review, of course, not forgetting to mention that this is an extremely long sentence and since I don’t take in a new breath till my current sentence gets over and I start a new one, it becomes pretty obvious that I’ve gone a violent shade of blue, not forgetting to mention the retching sounds of a suffocating man that are engulfing the internet café here, so I guess I’ll just insert a full stop somewhere random---.)

(Ah… I love abrupt ends)!
"
3,"Indian railways - This is definately one gift from the British that we

wouldn't want to stop thanking them for. That elaborate network which

operates through the 30 states never fails to bewilder me. It's simply

amazing! It wouldn't be an overstatement to say that Indian railways are

one of the most efficiant in the world. So what if Europe has the best

looking trains, and Japan has the fastest! The costs are equally royal!

The distances are equally short, and the public is equally deciplined!

Indians travel from the southern most tip to the far northerly in roughly

500 bucks, that's lesser than 10 pounds by the way! The reasonable

fares are a huge convininece for the poor and middle class to explore

far away terrains of the country. And the past 10 years have seen a

revolution in the reservation system! Now you can book your ticket from

anywhere to anywhere from anywhere! Also the online reservation

system has taken up in a big way.

There are definately some minuses too, but so what? Which system is

perfect? The train timings are frivolous and unpredictable some times.

The filth in the ordinary class compartments is beyond verbal description.

The loos in a shockingly lurid state! All these faults should undoubtedly

attributed to the public, who refuse to mend their manky and shoddy ways

of public conduct. And the government refuses to take serious action

against them!

Apart from these hitches, I must say that the railway system is

applaudable! Despite the distances and the topography, the show goes

on!"
3,"Indian railways are the largest in the world now but we do not have fastest trains in the world. We do not have under ground trains (sub way) except in two cities, Calcutta and Delhi with a very limited distance operation.

I was so much fascinated with rail ''gadi'' as a boy that I wanted to become rail engine driver and this ambition carried on even when I was doing my college. As fate would have I could not become an engine driver.

The railways carried Mahatma Gandhi all over India. And it also carried his assassin Godse.

The most surprising fact is that all the rail way lines that we see today are laid by British. Since the freedom in 1947 we did not put a single railway line independent of the presently existing one laid by the British except one line measuring 60 km from Bibinagar to Nadikudi in Andhra Pradesh during Mr. Narishimha Rao as Prime Minister !

India can boast of Konkan railway on Western Ghats which was somehow completed after 20 years and most of the money was collected in the form of BONDS from the general public. This is the only one I think independently executed in the sector of railways but at the same time it can not be called as a parallel railway line which can dispense with the British laid railways from any point to any point.

It shows the govt. utter disregard for the railways. It has always been a milking cow for the government. They ( govt) rake in the moolah but give back very less. It is the biggest public sector industry with the highest employment.

Railways were one important part of the freedom of the country itself. India had 60 different kingdoms ruled by so called ''royals'' who were in fact polishing the boots of the British. They were the only people who did not participate in the freedom struggle. India is also vast country. Entire Briton and France put together is smaller than Andhra and Tamil Nadu put together !!

In such a country integration is very important and much more during British raj and freedom struggle.

I think that Indian Railways unified the country and still even today it should be the focus point for national integration.One of the national integration methods can be that of the recruitment for railways should be at all India level and not at regional level.

But exactly what we are doing ?

Bihar did not allow railway exams to be conducted because applicants from other sates came there to take the exam.

In Bombay ( Mumbai) shivasainiks did not allow the applicants even to alight from the train. They beat up poor applicants with canes. May be they were good , in Bihar they tried to molest a girl applicant on the platform itself. A columnist ( Swaminathan Ankaleshwara Iyer ) wrote in TOI that the girl was actually mob raped by arsonists and hooligans who flooded the platform and it went on until the police rescued her. But what we all could see on TV was that mobs beating up and tearing the robes of girls on a stranded train on the platform somewhere in Bihar.

Political parties and their chamchas (whom they call as political workers) are making a mockery of Indian Railways. Do they really know what national integration is ?

Those nations who really want to see a divided India should do only one thing. They should use Indian railways as the vehicle. But as God would have it,. Those divisive forces do not have such a brain ?

How the Indian railways work is really a mystery. It always fascinates me.

At one time I was coming from Vijay Wada to Warangal. At the counter the clerk ( you would lose your interest in your life if you talk to them) gave me a ticket to Warangal for a train called GT. I got in to it. After seeing the Warangal station I realized that it would not stop there or in the next station. 150 km after I could get down and to pay a price for that.

At another time they dutifully issued a ticket to me to Tirupathi via a connecting train. But the connecting train already left Vijayawada to tirupathi by time the train that carried me reached there. But the railway authorities are real genius ( most of them recruited through reservation ) , they asked all of the poor souls like me to get in to another train. We all us found later that it would not go to Tirupathi !!!. All of the passengers who were crammed in to the general compartment like me ( the way Jews were crammed in to trains by Nazis) understood or taken advise by some railways employee or other experts ,that we should get down at a nearby station to Tirupathi and from there we should get in to a bus. After that entire horrible journey and because I reached one day late my boss took a resignation letter from me. That finished my job in Tirupathi.

Two foreigners who came to India just to see India as it is and not a Taj Mahal or jumma masjid , devised a great plan. According to that they should travel in the local trains of Bombay ( to see real India). Needless to say what happened.

They declared on the BBC that politicians are not running this country.

Gods are running this country !!

(Please understand that the above foreigners story is a joke on railways)"
